STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT08,WT09,WT13,WT14,WT16,WT17,WT18,WT22
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/14/2016 12:00:00 AM,8.05,,,0,0,0,66,76,57,10,10,21.9,25.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/15/2016 12:00:00 AM,7.38,,,0,0,0,65,76,56,210,270,14.1,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/16/2016 12:00:00 AM,6.49,,,0,0,0,64,73,57,200,200,14.1,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/17/2016 12:00:00 AM,4.7,,,0,0,0,66,79,58,240,270,12.1,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/18/2016 12:00:00 AM,6.71,,,0.01,0,0,65,71,60,200,190,13,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/19/2016 12:00:00 AM,6.26,,,0,0,0,66,77,60,260,210,13,18.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/20/2016 12:00:00 AM,5.82,,,0,0,0,68,80,60,350,10,13,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/21/2016 12:00:00 AM,9.4,,,0,0,0,70,84,58,330,10,16.1,19,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/22/2016 12:00:00 AM,8.28,,,0.33,0,0,67,73,59,210,230,16.1,21,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/23/2016 12:00:00 AM,5.14,,,0,0,0,63,73,58,30,30,15,19,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/24/2016 12:00:00 AM,9.62,,,0,0,0,67,81,58,330,360,16.1,23.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/25/2016 12:00:00 AM,6.26,,,0,0,0,72,86,59,10,310,14.1,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/26/2016 12:00:00 AM,4.92,,,0,0,0,67,78,59,220,210,10.1,14.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/27/2016 12:00:00 AM,7.16,,,0,0,0,68,84,56,360,10,17,21,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/28/2016 12:00:00 AM,8.28,,,0,0,0,74,88,61,330,360,19.9,23.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/29/2016 12:00:00 AM,8.05,,,0,0,0,76,89,62,350,350,18.1,21.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/30/2016 12:00:00 AM,9.17,,,0,0,0,69,75,57,210,200,16.1,19,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,07/31/2016 12:00:00 AM,7.61,,,0,0,0,63,72,56,230,250,14.1,18.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/01/2016 12:00:00 AM,5.82,,,0,0,0,61,77,53,220,190,10.1,13,1,1,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/02/2016 12:00:00 AM,8.05,,,0.13,0,0,63,71,57,200,200,17,21,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/03/2016 12:00:00 AM,6.93,,,0,0,0,63,76,58,350,330,13,17,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/04/2016 12:00:00 AM,10.07,,,0,0,0,68,82,56,340,350,17,21,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/05/2016 12:00:00 AM,6.49,,,0,0,0,68,79,57,260,260,15,19,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/06/2016 12:00:00 AM,5.82,,,0,0,0,62,71,54,170,200,13,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/07/2016 12:00:00 AM,7.16,,,0.03,0,0,62,69,57,240,320,14.1,23,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/08/2016 12:00:00 AM,6.49,,,0,0,0,61,73,56,260,320,17,23,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/09/2016 12:00:00 AM,6.26,,,0,0,0,63,71,58,190,290,12.1,28,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/10/2016 12:00:00 AM,6.04,,,0,0,0,64,76,58,360,340,15,19,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/11/2016 12:00:00 AM,8.5,,,0,0,0,69,81,58,340,10,17,21.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/12/2016 12:00:00 AM,7.38,,,0,0,0,74,90,63,350,340,12.1,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/13/2016 12:00:00 AM,5.82,,,0,0,0,77,91,64,340,330,13,25.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/14/2016 12:00:00 AM,6.71,,,0,0,0,73,85,57,20,320,14.1,19,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/15/2016 12:00:00 AM,5.37,,,0,0,0,71,83,57,260,270,13,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/16/2016 12:00:00 AM,6.04,,,0,0,0,67,83,56,40,40,17,21.9,1,1,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/17/2016 12:00:00 AM,7.38,,,0,0,0,69,80,56,340,320,14.1,19.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/18/2016 12:00:00 AM,9.62,,,0,0,0,73,87,60,30,10,18.1,25.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/19/2016 12:00:00 AM,11.63,,,0,0,0,81,95,69,350,20,19.9,25.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/20/2016 12:00:00 AM,4.25,,,0,0,0,78,91,62,280,270,8.9,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/21/2016 12:00:00 AM,10.74,,,0,0,0,69,73,57,240,220,17,21.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/22/2016 12:00:00 AM,6.26,,,0,0,0,62,72,55,240,250,13,19,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/23/2016 12:00:00 AM,7.16,,,0,0,0,66,80,54,350,350,18.1,23,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/24/2016 12:00:00 AM,7.61,,,0,0,0,71,85,58,40,50,16.1,19,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/25/2016 12:00:00 AM,7.16,,,0,0,0,76,91,61,350,350,18.1,21.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/26/2016 12:00:00 AM,4.25,,,0,0,0,77,92,64,280,290,8.1,14.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/27/2016 12:00:00 AM,11.41,,,0,0,0,72,73,58,240,230,23,29.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/28/2016 12:00:00 AM,5.14,,,0,0,0,62,70,55,280,260,12.1,14.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/29/2016 12:00:00 AM,3.8,,,0,0,0,62,79,53,200,190,13,15,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/30/2016 12:00:00 AM,8.05,,,0,0,0,64,71,56,230,220,16.1,21,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,08/31/2016 12:00:00 AM,8.05,,,0.01,0,0,63,69,58,220,130,15,23,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/01/2016 12:00:00 AM,8.05,,,0.17,0,0,62,66,56,190,190,16.1,19,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/02/2016 12:00:00 AM,11.18,,,0.05,0,0,60,69,55,200,230,21,29.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/03/2016 12:00:00 AM,7.38,,,0,0,0,60,69,54,210,220,12.1,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/04/2016 12:00:00 AM,4.7,,,0,0,0,59,70,51,260,260,12.1,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/05/2016 12:00:00 AM,7.38,,,0.01,0,0,59,64,54,220,250,13,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/06/2016 12:00:00 AM,3.8,,,0.42,0,0,59,65,55,300,290,8.1,11,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/07/2016 12:00:00 AM,8.28,,,0.04,0,0,61,66,57,220,230,16.1,21,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/08/2016 12:00:00 AM,7.38,,,0.03,0,0,61,70,55,360,170,12.1,17,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/09/2016 12:00:00 AM,5.59,,,0,0,0,61,73,50,20,30,12.1,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/10/2016 12:00:00 AM,4.25,,,0,0,0,64,77,54,70,250,8.9,12.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/11/2016 12:00:00 AM,6.71,,,0,0,0,62,70,55,360,10,14.1,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/12/2016 12:00:00 AM,11.63,,,0,0,0,62,75,54,340,340,23,27.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/13/2016 12:00:00 AM,7.16,,,0,0,0,65,77,51,30,350,15,19.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/14/2016 12:00:00 AM,5.82,,,0,0,0,64,78,51,200,200,12.1,14.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/15/2016 12:00:00 AM,4.25,,,0,0,0,61,72,52,280,280,8.9,12.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/16/2016 12:00:00 AM,4.7,,,0,0,0,61,74,52,220,160,12.1,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/17/2016 12:00:00 AM,11.86,,,0.22,0,0,62,67,57,190,220,23,30,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/18/2016 12:00:00 AM,7.83,,,0,0,0,59,68,54,210,210,15,21,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/19/2016 12:00:00 AM,11.41,,,0.08,0,0,61,68,53,190,190,21,28,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/20/2016 12:00:00 AM,6.71,,,0,0,0,58,67,49,340,340,15,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/21/2016 12:00:00 AM,8.5,,,0,0,0,58,68,52,340,350,18.1,23,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/22/2016 12:00:00 AM,7.83,,,0,0,0,57,65,49,220,240,15,19,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/23/2016 12:00:00 AM,10.51,,,0.01,0,0,56,63,53,200,210,23.9,35.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/24/2016 12:00:00 AM,4.47,,,0,0,0,58,66,53,290,290,10.1,13,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/25/2016 12:00:00 AM,5.82,,,0,0,0,64,76,58,350,350,14.1,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/26/2016 12:00:00 AM,5.82,,,0,0,0,64,77,53,40,20,14.1,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/27/2016 12:00:00 AM,10.51,,,0.02,0,0,66,69,54,340,50,18.1,23,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/28/2016 12:00:00 AM,7.83,,,0,0,0,58,67,52,30,300,14.1,28,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/29/2016 12:00:00 AM,5.14,,,0,0,0,57,66,47,360,340,12.1,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,09/30/2016 12:00:00 AM,5.37,,,0,0,0,55,65,46,220,220,16.1,19.9,1,1,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/01/2016 12:00:00 AM,7.38,,,0.05,0,0,56,63,50,180,170,21,27.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/02/2016 12:00:00 AM,4.03,,,0,0,0,56,63,50,220,220,13,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/03/2016 12:00:00 AM,6.93,,,0,0,0,55,60,49,210,210,15,17,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/04/2016 12:00:00 AM,9.62,,,0.13,0,0,55,60,52,190,180,16.1,21,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/05/2016 12:00:00 AM,5.59,,,0.04,0,0,56,65,52,310,90,12.1,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/06/2016 12:00:00 AM,9.62,,,0.31,0,0,57,62,53,140,140,16.1,19.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/07/2016 12:00:00 AM,11.41,,,0.11,0,0,56,63,53,190,190,25.1,33.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/08/2016 12:00:00 AM,11.63,,,0.61,0,0,57,65,52,200,200,25.1,34,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/09/2016 12:00:00 AM,6.04,,,0.06,0,0,56,56,48,10,10,21,23.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/10/2016 12:00:00 AM,5.59,,,0,0,0,51,60,45,350,340,16.1,19.9,1,1,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/11/2016 12:00:00 AM,8.05,,,0,0,0,51,62,43,120,120,15,19,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/12/2016 12:00:00 AM,3.8,,,0.01,0,0,54,66,43,110,90,10.1,15,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/13/2016 12:00:00 AM,10.74,,,1.75,0,0,55,59,51,170,180,23.9,32,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/14/2016 12:00:00 AM,15.88,,,1.36,0,0,54,57,50,200,180,33.1,45,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/15/2016 12:00:00 AM,14.32,,,0.73,0,0,52,62,50,160,220,31.1,38.9,1,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/16/2016 12:00:00 AM,8.28,,,0.56,0,0,54,60,50,200,200,17,25.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/17/2016 12:00:00 AM,9.84,,,0.17,0,0,53,59,50,190,210,19.9,25.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/18/2016 12:00:00 AM,10.74,,,0.08,0,0,53,58,49,210,210,18.1,25.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/19/2016 12:00:00 AM,4.92,,,0.22,0,0,51,58,45,130,120,10.1,17,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/20/2016 12:00:00 AM,8.5,,,1.19,0,0,53,60,50,220,210,21,25.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/21/2016 12:00:00 AM,7.38,,,0.02,0,0,53,57,48,160,160,13,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/22/2016 12:00:00 AM,3.36,,,0.05,0,0,51,62,44,220,20,8.9,13,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/23/2016 12:00:00 AM,6.26,,,0.12,0,0,55,62,49,360,360,14.1,16.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/24/2016 12:00:00 AM,7.61,,,0.1,0,0,56,63,51,110,160,17,21,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/25/2016 12:00:00 AM,11.18,,,0,0,0,55,63,50,170,190,25.1,33.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/26/2016 12:00:00 AM,8.05,,,1.23,0,0,55,58,52,180,180,16.1,23,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/27/2016 12:00:00 AM,7.16,,,0.04,0,0,55,58,52,140,140,16.1,19.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/28/2016 12:00:00 AM,7.61,,,0,0,0,56,67,50,90,100,18.1,21.9,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/29/2016 12:00:00 AM,4.92,,,0.19,0,0,56,60,48,130,130,15,19,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/30/2016 12:00:00 AM,6.93,,,0.26,0,0,50,52,44,20,10,15,17,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,10/31/2016 12:00:00 AM,10.07,,,0.66,0,0,52,57,49,210,210,21.9,36,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/01/2016 12:00:00 AM,9.17,,,0.22,0,0,52,56,50,190,190,19.9,23.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/02/2016 12:00:00 AM,7.38,,,0.46,0,0,53,56,51,260,130,15,21.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/03/2016 12:00:00 AM,4.47,,,0,0,0,54,65,48,200,220,12.1,18.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/04/2016 12:00:00 AM,4.03,,,0,0,0,53,63,42,140,230,10.1,13,1,1,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/05/2016 12:00:00 AM,6.93,,,1.31,0,0,57,60,51,140,160,15,19.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/06/2016 12:00:00 AM,7.16,,,0.12,0,0,53,60,48,200,250,16.1,21.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/07/2016 12:00:00 AM,4.92,,,0.04,0,0,56,66,50,120,120,16.1,19.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/08/2016 12:00:00 AM,5.59,,,0,0,0,58,70,49,120,120,17,21,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/09/2016 12:00:00 AM,6.71,,,0.24,0,0,58,64,51,190,200,13,17,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/10/2016 12:00:00 AM,3.8,,,0,0,0,54,62,45,30,30,12.1,12.1,1,1,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/11/2016 12:00:00 AM,2.46,,,0,0,0,57,61,52,280,280,10.1,12.1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/12/2016 12:00:00 AM,12.97,,,0.1,0,0,57,58,48,210,200,32,40.9,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/13/2016 12:00:00 AM,8.05,,,0.24,0,0,51,54,47,150,160,19.9,25.1,1,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US",47.4444,-122.3138,112.8,11/14/2016 12:00:00 AM,5.82,,,0.31,0,0,53,57,50,210,200,14.1,19,1,,,,,,,,,,,,
